,date,ric,nat,pl,em,ml,rie,g75µ,g45µ,sba,r1_iram1622,r2_iram1622,r3_iram1622,r7_iram1622,r28_iram1622,r91_iram1622,pf,so3,mgo,sio2,fe2o3,caot,al2o3,na2o,k2o
0,2018-01-02,7707ST,AC,3,LML,3,7707ST,0.34,4.22,396.0,,31.3,,50.1,61.8,,1.83,2.89,0.99,22.16,4.6,60.98,4.86,0.1,1.14
1,2018-01-02,7702ST,AC,2,LML,2,7702ST,0.68,4.45,399.0,19.1,32.2,37.9,49.4,60.5,,1.58,2.88,0.71,22.62,4.08,61.09,4.58,0.13,1.01
2,2018-01-05,7722ST,AC,2,LML,2,7722ST,0.68,4.45,399.0,,32.0,,47.4,61.5,,1.83,2.9,0.9,22.76,4.49,61.9,4.69,0.12,1.02
3,2018-01-07,7726ST,AC,3,LML,3,7726ST,0.81,4.59,394.0,,29.9,,46.2,60.1,,1.97,2.84,0.72,22.45,4.08,61.75,4.57,0.12,1.02
4,2018-01-08,7729ST,AC,2,LML,2,7729ST,0.38,3.46,392.0,17.5,30.1,35.8,47.3,58.5,,2.01,2.85,0.69,22.67,4.16,61.07,4.64,0.13,1.04
5,2018-01-09,7771ST,AC,3,LML,3,7771ST,0.42,3.64,411.0,,30.8,,45.6,58.0,,1.88,2.91,0.69,22.61,4.13,61.29,4.64,0.13,1.07
6,2018-01-10,7725ST,AC,2,LML,2,7725ST,0.62,4.75,440.0,,30.5,,44.0,55.2,,2.81,2.9,0.69,22.4,4.55,62.26,4.73,0.12,1.0
7,2018-01-12,7728ST,AC,2,LML,2,7728ST,0.3,4.02,423.0,,31.2,,44.1,57.3,,2.21,2.99,0.73,22.48,4.09,60.74,4.75,0.13,1.32
8,2018-01-14,7756ST,AC,2,LML,2,7756ST,0.34,3.22,411.0,,30.4,,46.0,57.0,,1.97,2.91,0.71,22.69,4.03,60.69,4.27,0.13,1.26
9,2018-01-15,7761ST,AC,3,LML,3,7761ST,0.5,3.77,401.0,,30.2,,44.9,57.5,,1.96,2.86,0.67,22.44,4.48,60.8,4.69,0.14,1.2
10,2018-01-16,7762ST,AC,2,LML,2,7762ST,0.17,2.47,405.0,17.1,30.0,35.0,45.5,56.7,,2.15,2.88,0.72,21.7,4.66,61.9,4.79,0.11,1.2
11,2018-01-17,7765ST,AC,3,LML,3,7765ST,0.29,3.59,400.0,,31.1,,46.8,57.9,,2.32,2.82,0.71,22.23,4.06,61.55,4.54,0.12,0.99
12,2018-01-19,7781ST,AC,2,LML,2,7781ST,0.34,3.11,424.0,,32.1,,49.2,59.4,,2.08,2.91,0.72,22.63,4.13,60.76,4.68,0.13,0.98
13,2018-01-21,7792ST,AC,3,LML,3,7792ST,0.53,2.23,419.0,,30.7,,48.3,58.7,,1.94,2.84,0.72,22.75,4.12,61.23,4.68,0.13,0.96
14,2018-01-22,7797ST,AC,2,LML,2,7797ST,0.58,2.74,416.0,,31.4,,47.7,60.3,,1.83,2.88,0.79,22.54,4.1,61.0,4.7,0.09,1.11
15,2018-01-23,7201ST,AC,2,LML,2,7201ST,0.24,2.21,415.0,17.0,29.5,34.8,45.0,59.2,,1.95,2.9,0.74,20.71,4.19,60.8,4.77,0.13,0.9
16,2018-01-23,7202ST,AC,3,LML,3,7202ST,0.27,2.28,410.0,,29.7,,45.1,57.8,,1.95,2.88,0.69,22.46,4.26,61.29,4.68,0.11,0.89
17,2018-01-26,7211ST,AC,3,LML,3,7211ST,0.24,2.22,417.0,,29.9,,43.7,57.7,,2.38,2.88,0.67,22.29,4.23,61.09,4.6,0.13,0.79
18,2018-01-26,7212ST,AC,2,LML,2,7212ST,0.21,2.26,401.0,,33.6,,50.2,58.4,,2.31,2.85,0.7,22.47,4.21,60.89,4.68,0.13,0.83
19,2018-01-28,7218ST,AC,2,LML,2,7218ST,0.15,2.86,418.0,,29.8,,45.2,56.9,,2.15,2.89,0.7,22.72,4.08,60.95,4.77,0.13,1.12
20,2018-01-29,7227ST,AC,3,LML,3,7227ST,0.33,3.22,405.0,,30.0,,44.7,59.1,,2.09,2.92,0.69,22.5,4.11,61.52,4.69,0.13,1.02
21,2018-01-30,7227ST,AC,2,LML,2,7227ST,0.22,3.1,417.0,18.4,29.4,34.3,45.5,57.7,,2.25,2.89,0.68,22.59,4.07,60.66,4.71,0.12,1.12
22,2018-01-31,7272ST,AC,3,LML,3,7272ST,0.32,3.2,412.0,,27.5,,42.7,59.4,,2.19,2.92,0.77,22.19,4.49,60.84,4.64,0.13,1.16
23,2018-02-02,7276ST,AC,2,LML,2,7276ST,0.33,3.58,415.0,,30.7,,45.6,57.1,,1.83,2.94,0.67,22.68,4.12,60.85,4.71,0.13,1.09
24,2018-02-04,7281ST,AC,3,LML,3,7281ST,0.42,3.04,407.0,,28.1,,43.0,58.1,,1.99,2.88,0.63,22.66,4.2,60.8,4.59,0.13,0.99
25,2018-02-05,7287ST,AC,2,LML,2,7287ST,0.38,3.03,409.0,,30.1,,47.1,58.4,,2.19,2.9,0.7,22.55,4.49,61.48,4.7,0.13,0.96
26,2018-02-06,7291ST,AC,2,LML,2,7291ST,0.41,2.99,411.0,17.3,30.2,35.8,43.8,56.5,,1.97,2.89,0.9,22.66,4.52,61.91,4.86,0.14,0.98
27,2018-02-06,7292ST,AC,3,LML,3,7292ST,0.34,2.42,405.0,,28.8,,44.5,57.6,,2.13,2.92,0.96,21.98,4.8,62.42,4.9,0.14,0.89
28,2018-02-09,7299ST,AC,2,LML,2,7299ST,0.41,2.52,411.0,,29.4,,45.0,58.3,,2.62,2.9,0.88,22.49,4.77,62.9,4.86,0.13,1.05
29,2018-02-09,7502ST,AC,3,LML,3,7502ST,0.41,2.49,417.0,,28.7,,45.0,55.5,,2.44,2.89,0.9,22.46,4.79,60.98,4.9,0.14,1.0
30,2018-02-11,7505ST,AC,3,LML,3,7505ST,0.38,2.6,430.0,,31.3,,46.5,59.4,,2.04,2.9,0.86,21.9,4.55,61.86,4.85,0.13,0.99
31,2018-02-12,7511ST,AC,2,LML,2,7511ST,0.29,2.45,407.0,,29.5,,44.6,55.4,,1.9,2.9,0.7,22.46,4.55,60.44,4.77,0.1,1.14
32,2018-02-14,7515ST,AC,2,LML,2,7515ST,0.32,2.38,417.0,16.3,30.2,35.0,45.3,57.9,,2.41,2.86,0.69,21.68,4.49,61.9,4.69,0.11,1.2
33,2018-02-14,7516ST,AC,3,LML,3,7516ST,0.3,2.52,410.0,,28.1,,41.0,52.9,,1.69,2.9,0.72,21.87,4.49,60.88,4.76,0.14,1.2
34,2018-02-16,7521ST,AC,2,LML,2,7521ST,0.22,2.71,400.0,,28.5,,43.4,58.6,,2.32,2.82,0.62,22.67,4.24,60.77,4.63,0.13,0.94
35,2018-02-18,7526ST,AC,3,LML,3,7526ST,0.26,2.8,406.0,,27.1,,43.0,54.4,,1.72,2.72,0.58,22.43,4.21,59.92,4.57,0.13,0.9
36,2018-02-19,7572ST,AC,2,LML,2,7572ST,0.24,2.67,409.0,,26.1,,42.6,55.6,,2.04,2.82,0.67,21.66,4.28,60.09,4.64,0.14,0.9
37,2018-02-20,7577ST,AC,2,LML,2,7577ST,0.12,2.52,427.0,12.1,28.7,34.6,46.6,55.4,,2.09,2.91,0.62,22.43,4.38,60.08,4.57,0.13,0.93
38,2018-02-20,7521ST,AC,3,LML,3,7521ST,0.22,2.9,409.0,,24.8,,40.7,53.1,,1.76,2.9,0.63,22.73,4.39,60.42,4.65,0.13,0.98
39,2018-02-21,7525ST,AC,2,LML,2,7525ST,0.58,2.15,418.0,,27.1,,44.8,56.8,,2.08,2.8,0.7,21.9,4.39,60.89,4.77,0.14,0.97
40,2018-02-21,7527ST,AC,3,LML,3,7527ST,0.3,2.89,417.0,,27.5,,44.5,55.2,,2.01,2.87,0.71,22.16,4.44,61.9,4.69,0.14,0.87
41,2018-02-23,7528ST,AC,2,LML,2,7528ST,0.22,1.9,407.0,,31.7,,47.1,59.3,,1.76,2.89,0.64,22.66,4.6,60.88,4.69,0.13,0.89
42,2018-02-23,7529ST,AC,3,LML,3,7529ST,0.17,2.11,413.0,,30.1,,45.8,58.2,,1.93,2.91,0.7,22.49,4.48,61.98,4.59,0.13,0.9
43,2018-02-25,7552ST,AC,2,LML,2,7552ST,0.19,1.97,406.0,,33.4,,49.6,63.5,,1.87,2.96,0.65,21.62,4.2,62.52,4.33,0.12,0.93
44,2018-02-28,7566ST,AC,2,LML,2,7566ST,0.3,2.16,414.0,21.1,34.1,39.1,46.8,62.0,,2.09,2.81,0.62,21.59,4.18,62.1,4.35,0.12,0.95
45,2018-02-28,7571ST,AC,3,LML,3,7571ST,0.22,2.0,402.0,,33.8,,49.2,63.2,,1.7,2.87,0.67,22.4,4.19,62.1,4.45,0.12,0.9
46,2018-03-01,7577ST,AC,2,LML,2,7577ST,0.27,1.9,411.0,15.8,28.6,,43.9,54.7,,1.78,2.94,0.65,22.61,4.28,61.05,4.7,0.13,1.16
47,2018-03-01,7579ST,AC,3,LML,3,7579ST,0.4,2.05,399.0,16.4,28.9,,44.7,56.2,,1.98,2.83,0.64,22.6,4.26,61.05,4.72,0.13,1.15
48,2018-03-02,7578ST,AC,2,LML,2,7578ST,0.42,2.1,398.0,16.0,28.0,,45.0,57.8,,1.83,2.87,0.65,22.8,4.25,60.49,4.78,0.13,1.15
49,2018-03-02,7580ST,AC,3,LML,3,7580ST,0.35,2.3,403.0,16.5,29.3,,43.8,57.0,,1.76,2.95,0.64,22.73,4.23,60.41,4.77,0.13,1.21
50,2018-03-03,7585ST,AC,2,LML,2,7585ST,0.17,2.2,402.0,22.3,33.3,,49.3,60.9,,1.64,2.86,0.63,21.53,4.16,61.69,4.43,0.12,1.0
51,2018-03-03,7586ST,AC,3,LML,3,7586ST,0.19,2.26,406.0,22.6,33.3,,49.8,61.5,,1.68,2.87,0.67,21.55,4.17,62.57,4.38,0.12,0.94
52,2018-03-04,7587ST,AC,2,LML,2,7587ST,0.14,2.19,411.0,,33.6,,50.8,61.1,,1.95,2.88,0.67,22.46,4.1,61.25,4.6,0.13,1.14
53,2018-03-04,7588ST,AC,3,LML,3,7588ST,0.29,2.27,408.0,,34.5,,49.8,61.0,,2.03,2.85,0.66,21.61,4.11,62.3,4.36,0.13,0.98
54,2018-03-05,7595ST,AC,2,LML,2,7595ST,0.18,2.3,405.0,,32.2,,49.4,61.3,,1.8,2.84,0.66,22.35,4.29,61.04,4.52,0.13,0.96
55,2018-03-05,7596ST,AC,3,LML,3,7596ST,0.15,2.25,400.0,,32.8,,50.2,64.0,,1.75,2.89,0.69,22.17,4.47,60.95,4.59,0.14,0.98
56,2018-03-06,7600ST,AC,3,LML,3,7600ST,0.26,2.82,413.0,,30.5,,47.3,60.2,,1.93,2.88,0.65,22.46,4.14,61.44,4.63,0.13,1.07
57,2018-03-07,7599ST,AC,2,LML,2,7599ST,0.1,2.15,418.0,20.0,32.0,35.4,48.3,58.3,,1.76,2.8,0.68,22.64,4.24,61.1,4.66,0.14,1.03
58,2018-03-07,7606ST,AC,2,LML,2,7606ST,0.42,2.65,425.0,,33.1,,50.3,59.8,,1.74,2.9,0.67,22.49,4.16,61.18,4.66,0.13,1.18
59,2018-03-09,7622ST,AC,3,LML,3,7622ST,0.32,2.46,414.0,,33.8,,47.9,60.2,,1.64,2.86,0.65,22.5,4.21,61.32,4.59,0.13,1.04
60,2018-03-11,7627ST,AC,2,LML,2,7627ST,0.26,1.9,408.0,,33.9,,49.7,60.9,,1.93,2.91,0.66,22.6,4.49,61.49,4.61,0.13,0.77
61,2018-03-12,7675ST,AC,3,LML,3,7675ST,0.19,1.98,402.0,,30.4,,46.4,58.5,,1.84,2.92,0.65,22.45,4.27,61.35,4.53,0.13,0.85
62,2018-03-13,7687ST,AC,2,LML,2,7687ST,0.28,2.41,413.0,20.3,30.9,34.8,49.3,59.7,,1.57,2.99,0.65,22.39,4.31,60.74,4.57,0.13,0.88
63,2018-03-14,7687ST,AC,3,LML,3,7687ST,0.25,2.27,411.0,,31.1,,46.6,61.3,,1.87,2.91,0.72,22.4,4.64,61.96,4.8,0.14,0.94
64,2018-03-16,7692ST,AC,2,LML,2,7692ST,0.19,2.29,412.0,,32.9,,47.9,59.6,,2.2,2.91,0.66,21.49,4.49,61.79,4.76,0.14,0.86
65,2018-03-16,7697ST,AC,3,LML,3,7697ST,0.16,2.32,410.0,,33.1,,48.8,62.0,,1.91,2.88,0.65,22.1,4.7,62.19,4.86,0.11,0.9
66,2018-03-18,7697ST,AC,2,LML,2,7697ST,0.14,2.54,399.0,,32.9,,50.2,59.7,,1.71,2.9,0.66,22.6,4.77,61.98,4.9,0.12,0.95
67,2018-03-18,7698ST,AC,3,LML,3,7698ST,0.17,2.07,409.0,,33.3,,49.8,61.9,,1.73,2.89,0.7,21.96,4.76,60.9,4.88,0.14,0.9
68,2018-03-20,7711ST,AC,2,LML,2,7711ST,0.21,2.03,410.0,19.1,28.9,33.0,46.5,59.5,,1.99,2.92,0.65,22.46,4.76,61.92,4.9,0.14,0.87
69,2018-03-21,7716ST,AC,3,LML,3,7716ST,0.19,3.13,407.0,,30.6,,48.6,60.4,,1.66,2.9,0.72,21.88,4.69,61.89,4.9,0.13,0.86
70,2018-03-23,7722ST,AC,3,LML,3,7722ST,0.26,2.17,422.0,,32.4,,49.9,61.0,,1.83,2.88,0.89,22.66,4.7,61.99,4.89,0.12,1.14
71,2018-03-24,7721ST,AC,2,LML,2,7721ST,0.22,2.09,424.0,,34.7,,52.6,62.7,,1.97,2.9,0.99,21.89,4.59,62.64,4.77,0.12,1.12
72,2018-03-25,7727ST,AC,2,LML,2,7727ST,0.31,2.39,426.0,,33.0,,48.1,59.9,,1.69,2.91,0.9,22.7,4.75,62.4,4.9,0.11,1.14
73,2018-03-26,7775ST,AC,3,LML,3,7775ST,0.17,1.97,430.0,,32.7,,49.8,60.1,,1.81,2.89,0.87,21.9,4.19,60.97,4.66,0.12,1.12
74,2018-03-27,7721ST,AC,2,LML,2,7721ST,0.15,2.19,420.0,20.2,31.5,38.5,48.2,59.8,,2.0,2.92,0.98,22.78,4.18,61.9,4.77,0.14,1.14
75,2018-03-28,7726ST,AC,3,LML,3,7726ST,0.24,2.1,425.0,,34.5,,49.7,61.5,,1.86,2.87,0.66,22.34,4.29,61.2,4.55,0.14,0.96
76,2018-03-30,7752ST,AC,2,LML,2,7752ST,0.18,2.0,426.0,,33.9,,48.6,57.1,,1.66,2.85,0.66,22.49,4.25,60.77,4.65,0.14,1.03
77,2018-04-01,7755ST,AC,3,LML,3,7755ST,0.27,2.17,419.0,,33.9,,51.5,60.8,,1.63,2.85,0.65,22.19,4.2,60.52,4.63,0.13,1.04
78,2018-04-03,7766ST,AC,2,LML,2,7766ST,0.11,1.88,430.0,19.9,34.1,39.6,49.5,59.8,,1.66,2.98,0.75,23.03,4.16,60.98,4.9,0.1,1.2
79,2018-04-04,7771ST,AC,3,LML,3,7771ST,0.21,1.99,433.0,,29.9,,45.4,59.7,,1.62,3.17,0.88,23.04,4.39,63.42,4.76,0.14,0.86
80,2018-04-06,7878ST,AC,2,LML,2,7878ST,0.41,2.37,428.0,,34.2,,48.8,59.1,,1.95,2.84,0.66,22.44,4.14,60.39,4.71,0.13,1.11
81,2018-04-08,7827ST,AC,3,LML,3,7827ST,0.15,2.04,408.0,,31.5,,47.3,60.3,,2.27,2.86,0.67,22.23,4.08,60.61,4.65,0.13,1.11
82,2018-04-10,7859ST,AC,2,LML,2,7859ST,0.11,2.01,422.0,19.8,31.2,36.9,48.4,58.8,,1.95,2.84,0.7,22.35,4.12,60.5,4.73,0.14,1.14
83,2018-04-11,7866ST,AC,3,LML,3,7866ST,0.1,2.0,421.0,,30.7,,46.2,58.2,,2.15,2.88,0.71,20.72,3.88,62.71,4.14,0.13,1.11
84,2018-04-13,7869ST,AC,2,LML,2,7869ST,0.31,2.42,432.0,,31.1,,45.2,58.7,,2.16,2.89,0.72,22.22,4.13,60.84,4.74,0.13,1.2
85,2018-04-13,7870ST,AC,3,LML,3,7870ST,0.56,2.44,426.0,,31.9,,45.9,58.2,,2.24,2.92,0.7,22.16,4.15,60.68,4.7,0.13,1.11
86,2018-04-15,7871ST,AC,3,LML,3,7871ST,0.22,2.35,427.0,,30.4,,47.7,59.5,,2.07,2.97,0.75,22.32,4.17,60.86,4.79,0.14,1.17
87,2018-04-16,7878ST,AC,3,LML,3,7878ST,0.27,2.28,416.0,,29.9,,46.8,58.5,,2.04,2.87,0.71,22.21,4.16,60.61,4.71,0.13,1.07
88,2018-04-17,7885ST,AC,2,LML,2,7885ST,0.23,2.16,436.0,18.9,30.5,38.4,47.5,59.4,,2.13,2.85,0.73,22.19,4.21,60.68,4.73,0.13,1.07
89,2018-04-18,7891ST,AC,3,LML,3,7891ST,0.23,2.5,413.0,,30.0,,47.5,59.2,,2.08,2.81,0.73,22.38,4.23,60.38,4.73,0.14,1.0
90,2018-04-20,7897ST,AC,2,LML,2,7897ST,0.33,2.28,424.0,,30.1,,46.5,59.2,,2.12,2.92,0.74,22.24,4.26,60.98,4.71,0.14,1.04
91,2018-04-22,7902ST,AC,3,LML,3,7902ST,0.43,2.35,420.0,,31.9,,47.1,59.6,,1.89,2.82,0.74,22.27,4.31,60.9,4.64,0.14,0.95
92,2018-04-23,7908ST,AC,2,LML,2,7908ST,0.38,2.4,436.0,,30.9,,47.6,59.6,,1.83,2.9,0.8,22.77,4.46,60.89,4.87,0.14,0.86
93,2018-04-25,7915ST,AC,2,LML,2,7915ST,0.29,2.46,419.0,19.3,31.6,38.3,49.0,61.0,,1.67,2.9,0.84,22.46,4.66,61.4,4.89,0.13,0.85
94,2018-04-25,7921ST,AC,3,LML,3,7921ST,0.19,2.36,413.0,,31.0,,49.0,61.8,,1.94,2.92,0.77,20.86,4.61,61.46,4.7,0.14,0.88
95,2018-04-27,7971ST,AC,2,LML,2,7971ST,0.16,2.0,428.0,,33.3,,47.6,58.5,,1.77,2.91,0.66,21.86,4.3,60.76,4.55,0.13,0.79
96,2018-04-27,7972ST,AC,3,LML,3,7972ST,0.23,1.64,427.0,,32.5,,51.0,60.6,,1.64,2.92,0.79,21.26,4.29,62.4,4.44,0.14,0.66
97,2018-04-29,7976ST,AC,2,LML,2,7976ST,0.12,2.1,427.0,,30.6,,,,,1.67,2.91,0.67,22.66,4.38,61.94,4.65,0.14,0.7
98,2018-04-29,7926ST,AC,3,LML,3,7926ST,0.22,2.28,429.0,,30.4,,48.9,58.6,,1.92,2.88,0.69,22.19,4.56,61.87,4.69,0.14,0.74
99,2018-04-30,7922ST,AC,3,LML,3,7922ST,0.41,2.34,428.0,,32.7,,47.6,57.8,,1.7,2.92,0.72,21.98,4.69,60.97,4.82,0.11,0.66
100,2018-05-15,2027ST,AC,2,LML,2,2027ST,0.26,2.46,445.0,18.1,32.1,37.4,48.4,59.9,,1.46,2.86,0.66,21.96,4.46,61.98,4.6,0.14,1.09
101,2018-05-16,2052ST,AC,3,LML,3,2052ST,0.16,2.44,438.0,,32.7,,52.1,62.3,,2.08,2.92,0.72,22.29,4.64,61.86,4.89,0.12,1.1
102,2018-05-18,2056ST,AC,2,LML,2,2056ST,0.19,2.46,421.0,,32.0,,53.1,63.0,,1.98,2.9,0.86,21.89,4.61,60.94,4.86,0.12,1.14
103,2018-05-20,2061ST,AC,3,LML,3,2061ST,0.2,2.23,438.0,,34.1,,52.3,62.1,,1.9,2.87,0.94,22.48,4.73,62.43,4.89,0.14,1.12
104,2018-05-21,2069ST,AC,2,LML,2,2069ST,0.27,2.4,440.0,,36.3,,52.3,63.0,,1.62,2.9,0.86,21.9,4.9,61.4,4.88,0.14,1.2
105,2018-05-22,2076ST,AC,2,LML,2,2076ST,0.3,2.29,442.0,19.4,34.6,41.5,50.8,61.7,,1.56,2.87,0.89,21.9,4.77,60.87,4.9,0.14,1.2
106,2018-05-24,2079ST,AC,3,LML,3,2079ST,0.19,2.64,444.0,,35.1,,49.8,60.5,,2.0,2.86,0.85,21.86,4.1,61.87,4.23,0.1,1.09
107,2018-05-25,2085ST,AC,2,LML,2,2085ST,0.09,2.19,442.0,,36.3,,49.9,59.8,,1.96,2.88,0.79,21.86,4.33,60.98,4.47,0.14,1.14
108,2018-05-26,2086ST,AC,3,LML,3,2086ST,0.25,2.29,446.0,,36.8,,50.4,61.2,,1.62,2.85,0.77,21.88,4.77,61.79,4.83,0.12,1.14
109,2018-05-27,2087ST,AC,2,LML,2,2087ST,0.34,2.36,439.0,,35.1,,53.4,60.4,,1.56,2.87,0.84,21.82,4.63,60.86,4.8,0.14,1.1
110,2018-05-28,2092ST,AC,3,LML,3,2092ST,0.39,2.38,426.0,,35.1,,53.7,62.0,,1.93,2.89,0.98,21.86,4.88,62.86,4.79,0.13,1.1
111,2018-05-29,2098ST,AC,2,LML,2,2098ST,0.47,2.45,429.0,17.3,33.6,41.7,50.2,60.8,,1.82,2.91,0.99,22.6,4.98,61.88,4.91,0.11,1.13
112,2018-05-30,2105ST,AC,2,LML,2,2105ST,0.35,2.47,430.0,,33.0,,52.1,60.2,,1.67,2.92,0.9,22.66,5.06,60.8,4.96,0.14,1.14
113,2018-05-30,2106ST,AC,3,LML,3,2106ST,0.26,2.38,436.0,,35.2,,52.4,60.6,,1.68,2.9,0.96,21.79,4.88,60.8,4.77,0.11,1.11
114,2018-06-01,2108ST,AC,2,LML,2,2108ST,0.22,2.3,429.0,,32.6,,50.7,61.2,,1.71,2.87,0.98,22.1,4.82,61.88,4.66,0.12,1.14
115,2018-06-03,2116ST,AC,3,LML,3,2116ST,0.28,2.51,434.0,,33.1,,50.2,59.3,,1.75,2.9,0.89,21.9,4.86,60.86,4.76,0.13,1.14
116,2018-06-04,2118ST,AC,2,LML,2,2118ST,0.26,2.19,435.0,,32.2,,47.3,59.5,,1.47,2.88,0.93,21.87,4.89,60.86,4.88,0.14,1.13
117,2018-06-05,2127ST,AC,2,LML,2,2127ST,0.29,2.43,430.0,19.5,32.9,41.6,49.6,59.8,,2.03,2.91,0.98,22.76,4.85,61.89,4.9,0.12,1.14
118,2018-06-06,2175ST,AC,3,LML,3,2175ST,0.33,2.61,432.0,,32.9,,48.5,59.7,,2.05,2.96,0.85,21.66,4.96,62.53,4.23,0.13,1.08
119,2018-06-08,2171ST,AC,2,LML,2,2171ST,0.36,2.19,436.0,,31.5,,45.1,57.7,,1.84,2.9,0.9,22.79,4.99,61.9,4.9,0.14,1.11
120,2018-06-08,2172ST,AC,3,LML,3,2172ST,0.32,2.54,443.0,,31.8,,46.9,56.9,,1.87,2.98,0.72,21.96,5.27,61.79,4.18,0.13,0.99
121,2018-06-10,2178ST,AC,2,LML,2,2178ST,0.39,2.42,450.0,,30.1,,47.2,58.7,,2.09,2.84,0.79,22.01,5.09,61.18,4.29,0.14,1.01
122,2018-06-10,2179ST,AC,3,LML,3,2179ST,0.48,2.5,463.0,,32.7,,49.9,60.0,,1.53,2.85,0.79,22.02,5.0,61.06,4.38,0.14,1.08
123,2018-06-12,2189ST,AC,3,LML,3,2189ST,0.25,2.17,452.0,,32.6,,48.1,61.7,,2.07,2.91,0.8,22.86,4.75,60.9,4.69,0.11,1.14
124,2018-06-13,2188ST,AC,2,LML,2,2188ST,0.3,2.28,459.0,14.9,32.3,41.2,48.3,60.1,,1.52,2.88,0.86,22.88,4.77,60.95,4.49,0.14,1.11
125,2018-06-13,2199ST,AC,3,LML,3,2199ST,0.22,2.42,446.0,,31.2,,46.5,56.8,,1.55,2.86,0.9,21.94,4.8,61.96,4.69,0.11,1.14
126,2018-06-15,2270ST,AC,2,LML,2,2270ST,0.31,2.16,439.0,,28.6,,48.1,58.9,,1.62,2.88,0.91,22.9,4.68,61.4,4.7,0.11,1.1
127,2018-06-17,2277ST,AC,2,LML,2,2277ST,0.22,2.29,438.0,17.6,30.8,,46.9,58.7,,1.71,2.9,0.89,21.96,4.6,61.66,4.66,0.14,1.1
128,2018-06-17,2278ST,AC,3,LML,3,2278ST,0.18,2.8,449.0,17.0,30.5,,46.8,59.0,,1.51,2.88,0.9,22.2,4.85,61.58,4.43,0.14,1.1
129,2018-06-19,2226ST,AC,2,LML,2,2226ST,0.46,3.12,452.0,16.9,30.3,40.1,45.1,58.3,,2.0,2.94,0.88,22.11,4.82,61.27,4.48,0.15,1.11
130,2018-06-19,2227ST,AC,3,LML,3,2227ST,0.21,3.2,423.0,,30.6,,45.7,58.7,,1.59,2.84,0.86,21.83,5.0,61.53,4.33,0.14,1.05
131,2018-06-22,2255ST,AC,2,LML,2,2255ST,0.24,2.49,450.0,,30.4,,46.0,59.1,,1.8,2.84,0.92,22.19,4.8,61.17,4.49,0.14,1.06
132,2018-06-22,2256ST,AC,3,LML,3,2256ST,0.26,2.27,437.0,,29.5,,45.6,60.7,,1.87,2.88,0.91,22.1,4.8,61.61,4.47,0.14,1.1
133,2018-06-24,2261ST,AC,2,LML,2,2261ST,0.32,2.28,451.0,,29.5,,47.0,59.3,,1.71,2.89,0.9,22.13,4.83,61.46,4.45,0.14,1.05
134,2018-06-24,2262ST,AC,3,LML,3,2262ST,0.21,2.17,441.0,,30.4,,47.2,58.3,,1.69,2.92,0.89,22.1,4.85,61.47,4.44,0.14,1.09
135,2018-06-26,2269ST,AC,2,LML,2,2269ST,0.34,2.32,441.0,,31.7,,47.6,57.1,,1.67,2.88,0.83,21.82,5.05,61.78,4.26,0.13,1.05
136,2018-06-26,2270ST,AC,3,LML,3,2270ST,0.28,2.4,438.0,,30.3,,47.3,60.9,,1.45,2.86,0.8,21.86,4.75,60.49,4.66,0.14,1.06
137,2018-06-28,2277ST,AC,2,LML,2,2277ST,0.21,1.72,431.0,17.0,31.0,39.0,48.2,57.5,,1.85,2.89,0.8,22.16,4.92,61.4,4.86,0.14,1.06
138,2018-06-29,2726ST,AC,3,LML,3,2726ST,0.16,1.69,437.0,,33.1,,51.2,59.4,,2.06,2.91,0.84,22.66,4.91,61.4,4.8,0.11,1.1
139,2018-06-29,2727ST,AC,2,LML,2,2727ST,0.16,1.69,453.0,,31.7,,48.5,60.1,,2.06,2.91,0.84,22.66,4.91,61.4,4.88,0.11,1.1
140,2018-07-01,2777ST,AC,2,LML,2,2777ST,0.24,1.9,442.0,16.9,31.6,,45.7,56.5,,1.94,2.88,0.9,20.9,4.26,61.1,4.86,0.15,0.89
141,2018-07-01,2772ST,AC,3,LML,3,2772ST,0.2,1.86,457.0,17.7,28.9,,44.9,55.9,,1.79,2.87,0.86,21.9,4.6,60.4,4.19,0.12,0.89
142,2018-07-02,2775ST,AC,2,LML,2,2775ST,0.26,1.9,445.0,,31.8,,46.5,56.9,,2.19,2.87,0.9,22.79,4.77,61.9,4.86,0.14,0.9
143,2018-07-02,2776ST,AC,3,LML,3,2776ST,0.22,1.86,450.0,,29.0,,45.1,54.9,,2.1,2.86,0.85,21.96,4.66,62.06,4.77,0.14,0.88
144,2018-07-03,2727ST,AC,2,LML,2,2727ST,0.28,2.42,447.0,18.4,29.8,35.4,45.4,54.9,,2.31,2.9,0.92,22.04,4.79,60.84,4.88,0.14,0.91
145,2018-07-04,2727ST,AC,3,LML,3,2727ST,0.21,2.0,444.0,,27.4,,42.3,53.4,,2.14,2.91,0.86,22.6,4.85,60.9,4.99,0.14,0.87
146,2018-07-06,2750ST,AC,2,LML,2,2750ST,0.29,2.1,448.0,,31.3,,45.7,56.7,,2.1,2.9,0.79,21.86,4.77,61.87,4.86,0.14,0.85
147,2018-07-06,2751ST,AC,3,LML,3,2751ST,0.3,2.41,456.0,,30.9,,46.2,55.7,,2.66,2.9,0.86,22.04,4.7,60.58,4.76,0.11,0.76
148,2018-07-08,2752ST,AC,2,LML,2,2752ST,0.36,2.42,456.0,,31.0,,47.9,59.4,,1.74,2.87,0.9,21.96,4.76,61.86,4.64,0.1,0.85
