,date,ric,nat,pl,em,ml,rie,g75µ,g45µ,sba,r1_iram1622,r2_iram1622,r3_iram1622,r7_iram1622,r28_iram1622,r91_iram1622,pf,so3,mgo,sio2,fe2o3,caot,al2o3,na2o,k2o
298,2019-01-16,5757ST,AC,3,LML,3,5757ST,0.24,1.78,417.0,,31.2,,49.4,60.7,,2.16,2.89,0.81,21.88,3.88,61.2,4.99,0.13,1.19
299,2019-01-18,5762ST,AC,2,LML,2,5762ST,0.35,2.38,426.0,,32.4,,48.1,58.4,,1.61,2.91,0.83,21.74,3.88,61.41,4.92,0.13,1.03
300,2019-01-18,5767ST,AC,3,LML,3,5767ST,0.23,1.77,421.0,,33.8,,49.0,60.5,,1.74,2.89,0.79,21.71,3.91,61.3,4.91,0.13,1.09
301,2019-01-20,5768ST,AC,2,LML,2,5768ST,0.23,2.15,415.0,,31.7,,47.3,58.3,,1.97,2.92,0.88,21.83,3.94,61.35,5.01,0.13,1.09
302,2019-01-21,5769ST,AC,3,LML,3,5769ST,0.13,2.14,413.0,,32.3,,48.5,61.4,,1.98,2.95,0.86,21.7,3.94,61.27,4.96,0.13,1.08
303,2019-01-21,5772ST,AC,3,LML,3,5772ST,0.09,1.68,400.0,,31.2,,47.0,57.3,,1.8,2.9,0.87,20.58,3.99,60.21,4.02,0.15,1.11
304,2019-01-22,5780ST,AC,2,LML,2,5780ST,0.19,1.67,402.0,19.5,30.2,36.9,47.3,59.0,,1.7,2.92,0.91,21.33,4.36,61.24,4.28,0.12,1.12
305,2019-01-23,5782ST,AC,3,LML,3,5782ST,0.27,1.61,415.0,,32.1,,47.2,59.4,,1.71,2.8,0.79,21.72,3.89,61.31,4.86,0.13,1.11
306,2019-01-25,5790ST,AC,2,LML,2,5790ST,0.23,1.63,411.0,,28.2,,42.4,58.1,,1.76,2.79,0.96,21.34,3.87,62.2,4.52,0.14,1.15
307,2019-01-25,5795ST,AC,3,LML,3,5795ST,0.2,1.87,418.0,,28.6,,42.2,58.1,,2.0,2.93,0.85,21.24,4.32,60.87,4.52,0.1,1.14
308,2019-01-27,5796ST,AC,2,LML,2,5796ST,0.3,1.61,407.0,,34.1,,45.2,57.8,,1.88,2.77,0.77,21.9,3.81,60.08,4.95,0.13,1.06
309,2019-01-27,5797ST,AC,3,LML,3,5797ST,0.22,1.78,409.0,,33.3,,45.6,58.0,,2.0,2.77,0.73,21.76,3.77,59.69,4.9,0.13,1.0
310,2019-01-28,5202ST,AC,3,LML,3,5202ST,0.16,1.85,404.0,,33.1,,49.1,59.3,,1.7,2.82,0.74,21.06,3.77,61.1,4.99,0.13,1.11
311,2019-01-29,5209ST,AC,2,LML,2,5209ST,0.24,1.67,399.0,17.1,30.1,35.9,47.1,59.1,,2.12,2.85,0.69,21.36,3.89,61.98,4.85,0.11,1.14
312,2019-01-30,5211ST,AC,3,LML,3,5211ST,0.12,1.57,406.0,,29.3,,45.0,59.0,,1.81,2.85,0.82,22.09,3.77,60.88,5.05,0.14,1.12
313,2019-02-01,5218ST,AC,2,LML,2,5218ST,0.23,1.8,400.0,,29.6,,45.0,58.9,,1.9,2.92,0.83,22.17,3.79,60.92,5.04,0.13,1.15
314,2019-02-02,5219ST,AC,3,LML,3,5219ST,0.19,1.72,420.0,,29.0,,44.1,58.3,,1.65,2.87,0.84,22.11,3.76,60.9,5.04,0.14,1.13
315,2019-02-03,5227ST,AC,2,LML,2,5227ST,0.1,1.8,405.0,,29.1,,44.2,57.4,,1.7,2.91,0.79,21.32,4.29,61.25,4.75,0.11,1.08
316,2019-02-04,5272ST,AC,3,LML,3,5272ST,0.14,1.76,408.0,,30.4,,45.5,57.5,,2.01,2.89,0.83,21.87,3.88,61.54,5.03,0.14,1.2
317,2019-02-05,5277ST,AC,2,LML,2,5277ST,0.25,1.85,421.0,19.5,31.5,36.9,47.1,56.2,,2.03,2.86,0.8,21.66,3.97,61.36,4.87,0.12,1.15
318,2019-02-06,5227ST,AC,3,LML,3,5227ST,0.17,1.82,420.0,,30.5,,43.8,56.8,,2.11,2.91,0.74,20.85,4.13,60.87,4.57,0.15,1.12
319,2019-02-08,5228ST,AC,2,LML,2,5228ST,0.18,2.14,414.0,,31.2,,43.2,54.0,,2.01,2.91,0.84,21.95,4.03,61.05,5.02,0.14,1.25
320,2019-02-08,5229ST,AC,3,LML,3,5229ST,0.22,2.4,405.0,,30.6,,42.2,55.3,,2.67,2.94,0.83,21.91,4.01,61.19,5.01,0.14,1.29
321,2019-02-10,5250ST,AC,2,LML,2,5250ST,0.15,1.7,417.0,,30.0,,43.6,57.1,,2.05,2.89,0.79,21.98,3.89,60.95,4.99,0.14,1.31
322,2019-02-10,5251ST,AC,3,LML,3,5251ST,0.19,2.28,412.0,,31.1,,45.0,57.3,,2.17,2.88,0.82,21.94,3.94,61.21,4.98,0.14,1.24
323,2019-02-11,5256ST,AC,3,LML,3,5256ST,0.08,1.42,421.0,,32.7,,46.1,57.4,,1.73,2.92,0.81,22.09,3.82,61.13,5.01,0.14,1.3
324,2019-02-12,5262ST,AC,2,LML,2,5262ST,0.22,2.06,407.0,21.0,34.2,36.7,47.2,57.3,,1.97,2.8,0.8,21.93,3.81,60.76,4.97,0.14,1.25
325,2019-02-13,5507ST,AC,3,LML,3,5507ST,0.16,2.47,404.0,,32.0,,47.8,58.2,,2.0,2.86,0.84,21.99,3.82,61.46,5.0,0.14,1.3
326,2019-02-15,5571ST,AC,2,LML,2,5571ST,0.17,1.89,418.0,,30.8,,47.8,57.9,,2.1,2.75,0.79,21.97,3.82,60.54,4.93,0.14,1.17
327,2019-02-15,5572ST,AC,3,LML,3,5572ST,0.21,2.33,425.0,,32.2,,48.0,62.1,,1.78,2.79,0.81,21.97,3.86,61.08,4.93,0.14,1.15
328,2019-02-17,5576ST,AC,2,LML,2,5576ST,0.19,2.1,411.0,,32.7,,47.0,57.3,,2.06,2.82,0.78,22.12,3.82,61.07,4.96,0.14,1.11
329,2019-02-17,5577ST,AC,3,LML,3,5577ST,0.32,2.59,417.0,,32.1,,46.8,57.0,,1.91,2.84,1.13,23.03,3.7,60.1,5.43,0.1,1.11
330,2019-02-18,5527ST,AC,3,LML,3,5527ST,0.18,2.06,407.0,,30.2,,43.3,55.9,,1.89,2.83,1.23,22.45,3.72,59.81,5.31,0.14,1.02
331,2019-02-19,5527ST,AC,2,LML,2,5527ST,0.08,1.64,417.0,22.6,33.4,38.8,48.3,57.4,,1.82,2.86,0.74,22.67,3.84,60.82,5.05,0.11,1.22
332,2019-02-20,5528ST,AC,3,LML,3,5528ST,0.16,1.89,421.0,,30.7,,44.7,56.8,,2.19,2.86,1.18,22.89,3.78,59.98,5.25,0.1,1.21
333,2019-02-22,5557ST,AC,2,LML,2,5557ST,0.22,1.82,429.0,,32.9,,45.8,54.8,,2.06,2.9,0.79,21.89,3.94,60.21,4.79,0.14,1.2
334,2019-02-22,5552ST,AC,3,LML,3,5552ST,0.29,2.51,415.0,,32.1,,45.1,53.2,,2.39,2.73,0.92,21.92,3.91,60.14,4.79,0.14,1.16
335,2019-02-24,5560ST,AC,2,LML,2,5560ST,0.66,2.46,433.0,,32.3,,46.8,59.0,,2.57,2.86,0.78,21.57,3.77,60.72,4.82,0.13,1.12
336,2019-02-24,5561ST,AC,3,LML,3,5561ST,0.27,2.26,456.0,,31.9,,46.2,59.0,,2.67,2.92,0.8,22.06,3.78,59.93,4.98,0.14,1.26
337,2019-02-25,5567ST,AC,3,LML,3,5567ST,0.23,3.5,411.0,,29.2,,45.0,57.3,,2.7,3.15,0.86,22.79,3.79,62.15,4.96,0.11,1.37
338,2019-02-27,5567ST,AC,2,LML,2,5567ST,0.18,1.68,450.0,21.6,32.1,37.3,48.4,56.8,,2.63,2.9,0.81,22.0,3.8,61.17,4.88,0.14,1.21
339,2019-02-27,5570ST,AC,3,LML,3,5570ST,0.61,3.71,444.0,,29.9,,45.9,57.6,,2.71,2.74,0.79,21.65,3.76,61.18,4.75,0.13,1.15
340,2019-03-01,5611ST,AC,2,LML,2,5611ST,0.22,1.79,418.0,,34.7,,51.1,58.7,,1.95,2.98,0.74,21.73,3.86,61.26,4.8,0.13,1.05
341,2019-03-01,5612ST,AC,3,LML,3,5612ST,0.32,2.26,428.0,,31.7,,43.6,57.9,,2.53,2.78,0.75,21.71,3.8,61.44,4.76,0.14,1.09
342,2019-03-03,5616ST,AC,2,LML,2,5616ST,0.15,1.67,421.0,,31.7,,45.6,61.0,,1.78,2.84,0.73,21.84,3.9,61.19,4.87,0.13,1.04
343,2019-03-03,5617ST,AC,3,LML,3,5617ST,0.19,1.78,424.0,,33.4,,46.5,60.8,,1.76,2.86,0.74,21.99,3.89,61.31,4.93,0.14,1.06
344,2019-03-06,5625ST,AC,2,LML,2,5625ST,0.18,1.78,415.0,22.1,32.5,38.2,48.6,63.3,,1.55,2.88,0.78,22.0,3.85,61.08,4.98,0.14,1.0
345,2019-03-06,5670ST,AC,3,LML,3,5670ST,0.19,1.69,418.0,,32.3,,47.2,61.3,,1.75,2.87,0.77,21.6,3.77,60.78,4.87,0.13,1.02
346,2019-03-08,5677ST,AC,2,LML,2,5677ST,0.08,1.43,424.0,,33.7,,46.7,59.1,,1.67,2.88,0.77,22.17,3.86,61.28,5.0,0.14,0.96
347,2019-03-08,5672ST,AC,3,LML,3,5672ST,0.17,2.2,420.0,,33.1,,48.3,59.8,,1.7,2.9,0.86,22.8,3.99,60.89,4.77,0.14,0.98
348,2019-03-10,5620ST,AC,3,LML,3,5620ST,0.16,1.94,410.0,,33.5,,49.9,60.7,,1.76,2.87,0.74,21.98,3.9,61.2,4.95,0.14,0.97
349,2019-03-11,5679ST,AC,2,LML,2,5679ST,0.12,1.68,419.0,,32.9,,49.6,59.1,,2.04,2.88,0.76,21.76,3.83,60.6,4.88,0.13,0.99
350,2019-03-11,5622ST,AC,3,LML,3,5622ST,0.14,2.4,416.0,,31.9,,47.9,59.0,,2.26,2.81,0.79,21.94,3.82,61.23,4.87,0.14,1.03
351,2019-03-12,5626ST,AC,2,LML,2,5626ST,0.14,1.56,430.0,19.3,30.9,36.9,46.5,57.6,,2.04,2.83,0.81,21.94,3.85,60.74,4.94,0.14,1.09
352,2019-03-13,5651ST,AC,3,LML,3,5651ST,0.63,3.76,398.0,,33.0,,49.6,60.9,,2.04,2.84,0.8,21.65,3.78,61.34,4.89,0.13,1.05
353,2019-03-15,5656ST,AC,2,LML,2,5656ST,0.32,2.0,415.0,,30.4,,48.1,57.8,,1.59,2.87,0.88,21.36,3.85,60.2,4.57,0.13,1.11
354,2019-03-15,5657ST,AC,3,LML,3,5657ST,0.21,1.92,422.0,,31.9,,48.5,60.2,,1.49,2.9,0.79,21.66,3.87,61.58,4.28,0.12,1.14
355,2019-03-17,5661ST,AC,2,LML,2,5661ST,0.2,1.8,419.0,,32.0,,48.6,62.0,,1.57,2.91,0.99,21.7,4.08,61.49,4.66,0.14,1.0
356,2019-03-17,5662ST,AC,3,LML,3,5662ST,0.18,1.69,409.0,,31.6,,49.0,61.8,,1.48,2.9,1.0,21.66,4.25,60.84,4.36,0.12,0.99
357,2019-03-18,5667ST,AC,3,LML,3,5667ST,0.15,1.44,411.0,,32.0,,48.6,59.3,,1.63,3.03,0.76,22.1,3.89,61.32,5.02,0.14,0.9
358,2019-03-19,5677ST,AC,2,LML,2,5677ST,0.46,1.37,400.0,20.6,31.8,36.3,47.1,61.1,,1.65,2.96,0.82,22.19,4.01,61.8,4.96,0.14,0.97
359,2019-03-20,5677ST,AC,3,LML,3,5677ST,0.36,1.59,410.0,,32.1,,48.7,59.5,,1.53,2.95,0.77,22.1,3.98,60.89,4.9,0.15,0.99
360,2019-03-22,5682ST,AC,2,LML,2,5682ST,0.3,2.62,408.0,,31.8,,46.1,62.1,,2.32,2.8,0.73,21.76,3.73,61.35,4.91,0.14,1.02
361,2019-03-22,5687ST,AC,3,LML,3,5687ST,0.22,1.63,404.0,,30.5,,45.9,57.7,,1.83,2.91,0.77,21.86,3.79,61.37,4.98,0.14,1.05
362,2019-03-24,5688ST,AC,2,LML,2,5688ST,0.21,1.47,428.0,,31.9,,49.7,58.9,,3.31,2.83,0.75,20.34,3.97,62.83,4.09,0.13,0.77
363,2019-03-24,5689ST,AC,3,LML,3,5689ST,0.29,1.85,431.0,,30.2,,47.2,60.1,,3.65,2.77,0.72,21.34,3.69,61.47,4.69,0.14,0.98
364,2019-03-25,5692ST,AC,3,LML,3,5692ST,0.61,2.5,435.0,,29.9,,46.8,58.7,,3.93,2.71,0.78,21.18,3.92,61.68,4.48,0.14,0.95
365,2019-03-27,5700ST,AC,2,LML,2,5700ST,0.22,2.03,438.0,19.7,33.0,36.0,49.8,61.0,,3.63,2.87,0.74,20.08,4.08,63.34,3.89,0.12,0.74
366,2019-03-27,5702ST,AC,3,LML,3,5702ST,0.24,2.48,442.0,,30.8,,47.8,58.7,,4.11,2.72,0.77,21.02,4.25,61.76,4.12,0.13,0.89
367,2019-03-29,5709ST,AC,2,LML,2,5709ST,0.31,2.54,427.0,,34.1,,50.4,59.9,,3.74,2.89,0.74,20.11,4.07,63.55,3.95,0.13,0.72
368,2019-03-31,5712ST,AC,2,LML,2,5712ST,0.27,2.24,436.0,,35.1,,49.3,59.1,,3.43,2.89,0.73,20.27,3.76,63.16,4.33,0.13,0.84
369,2019-04-26,5878ST,AC,2,LML,2,5878ST,0.14,2.27,430.0,,33.4,,48.7,58.2,,2.71,2.92,0.9,22.79,4.1,60.9,4.88,0.14,1.09
370,2019-04-28,5882ST,AC,2,LML,2,5882ST,0.23,1.92,435.0,,32.8,,50.9,60.1,,3.11,2.92,0.9,21.96,3.9,62.11,4.64,0.1,1.14
371,2019-05-01,5896ST,AC,2,LML,2,5896ST,0.19,1.84,421.0,21.0,34.4,40.8,50.1,59.4,,3.82,2.89,0.57,20.63,3.97,63.32,4.02,0.12,0.79
372,2019-05-03,5960ST,AC,2,LML,2,5960ST,0.34,2.29,432.0,,30.4,,48.0,58.0,,3.71,2.87,0.77,20.35,3.97,63.51,4.12,0.13,0.82
373,2019-05-05,5966ST,AC,2,LML,2,5966ST,0.19,1.64,438.0,,31.3,,48.6,57.9,,3.64,2.88,0.71,20.26,4.08,63.43,4.0,0.12,0.65
374,2019-05-08,5978ST,AC,2,LML,2,5978ST,0.17,2.05,447.0,18.4,33.4,41.1,52.4,59.7,,3.95,2.88,0.68,20.25,4.09,63.88,3.95,0.12,0.63
375,2019-05-10,5990ST,AC,2,LML,2,5990ST,0.28,2.28,443.0,,33.5,,50.4,58.7,,2.33,2.87,0.6,20.06,4.01,63.39,3.85,0.03,0.96
376,2019-05-12,5992ST,AC,2,LML,2,5992ST,0.2,1.8,434.0,,30.7,,48.7,59.4,,2.39,2.98,0.52,20.85,3.97,63.83,4.05,0.13,0.66
377,2019-05-15,6002ST,AC,2,LML,2,6002ST,0.28,2.0,442.0,18.2,33.9,39.1,50.0,60.6,,3.86,2.93,0.51,20.9,4.1,63.74,4.02,0.13,0.63
378,2019-05-17,6017ST,AC,2,LML,2,6017ST,0.31,2.16,433.0,,31.2,,48.3,57.5,,3.77,2.96,0.52,20.53,3.96,63.24,4.0,0.13,0.73
379,2019-05-19,6072ST,AC,2,LML,2,6072ST,0.22,1.89,427.0,,30.2,,47.7,57.5,,3.79,3.0,0.52,20.68,3.9,63.47,4.05,0.13,0.73
380,2019-05-21,6067ST,AC,2,LML,2,6067ST,0.26,2.44,428.0,16.9,30.7,37.1,48.9,57.3,,3.82,2.87,0.53,20.74,3.87,63.43,4.13,0.13,0.69
381,2019-05-24,6072ST,AC,2,LML,2,6072ST,0.22,2.0,424.0,,31.7,,49.4,61.1,,3.7,2.85,0.48,21.6,3.95,63.93,4.13,0.12,0.62
382,2019-05-26,6077ST,AC,2,LML,2,6077ST,0.19,1.96,422.0,,32.8,,50.4,62.8,,3.4,2.93,0.5,20.96,4.06,63.84,4.12,0.12,0.73
383,2019-05-28,6105ST,AC,2,LML,2,6105ST,0.3,2.24,427.0,16.0,29.1,34.8,47.2,56.0,,3.64,2.82,0.56,20.96,3.97,63.32,4.2,0.12,0.8
384,2019-05-31,6112ST,AC,2,LML,2,6112ST,0.24,1.84,437.0,,29.1,,45.5,58.3,,3.78,2.88,0.55,20.83,3.96,63.69,4.08,0.12,0.74
385,2019-06-25,6227ST,AC,2,LML,2,6227ST,0.24,2.41,502.0,21.0,33.8,42.2,51.6,61.3,,4.22,2.91,0.63,20.01,3.53,62.61,4.3,0.04,0.94
386,2019-06-28,6250ST,AC,2,LML,2,6250ST,0.5,3.1,451.0,,33.1,,48.7,57.8,,3.8,2.85,0.67,20.15,3.59,62.84,4.25,0.12,1.03
387,2019-06-30,6252ST,AC,2,LML,2,6252ST,0.61,3.07,455.0,,29.4,,45.7,57.4,,3.45,2.79,0.66,19.83,3.78,62.44,4.1,0.12,1.04
388,2019-07-02,6265ST,AC,2,LML,2,6265ST,0.29,2.23,484.0,19.3,33.0,39.1,51.3,58.4,,3.9,2.84,0.71,19.99,3.85,62.78,4.01,0.12,1.1
389,2019-07-05,6270ST,AC,2,LML,2,6270ST,0.11,1.6,470.0,,31.0,,47.5,59.2,,4.12,2.84,0.69,20.04,4.01,62.4,4.08,0.12,0.94
390,2019-07-07,6272ST,AC,2,LML,2,6272ST,0.19,1.9,451.0,,30.8,,47.7,56.3,,3.35,2.81,0.67,20.09,4.16,62.52,4.13,0.11,0.9
391,2019-07-09,6282ST,AC,2,LML,2,6282ST,1.39,0.06,475.0,18.2,34.2,,50.0,58.4,,3.54,2.79,0.74,20.04,3.83,62.51,4.02,0.11,1.09
392,2019-07-14,6297ST,AC,2,LML,2,6297ST,0.35,2.32,468.0,,30.5,,45.4,57.8,,3.67,2.93,0.69,19.9,3.79,62.15,4.15,0.11,0.99
393,2019-07-16,6702ST,AC,2,LML,2,6702ST,2.6,0.41,477.0,18.2,32.5,38.2,49.7,57.5,,4.49,2.76,0.71,19.82,3.81,62.37,3.98,0.1,0.99
394,2019-07-19,6712ST,AC,2,LML,2,6712ST,3.12,0.55,465.0,,29.4,,47.2,55.2,,3.74,2.89,0.74,20.19,4.09,62.81,4.15,0.11,1.07
395,2019-07-21,6717ST,AC,2,LML,2,6717ST,2.24,0.26,476.0,,30.2,,49.1,57.9,,3.76,2.93,0.75,20.1,4.13,62.68,4.25,0.11,1.14
396,2019-07-23,6729ST,AC,2,LML,2,6729ST,0.09,2.28,479.0,18.3,32.1,38.8,48.8,58.0,,3.97,2.89,0.71,19.98,4.13,62.81,4.26,0.03,1.04
397,2019-07-26,6779ST,AC,2,LML,2,6779ST,0.14,1.9,452.0,,29.0,,44.6,53.3,,3.78,2.83,0.81,19.81,4.33,62.82,3.71,0.11,0.96
398,2019-07-28,6727ST,AC,2,LML,2,6727ST,0.07,1.7,460.0,,30.3,,46.3,56.7,,3.92,2.91,0.74,19.88,4.17,62.71,3.94,0.04,1.0
399,2019-07-30,6756ST,AC,2,LML,2,6756ST,0.14,1.9,452.0,18.6,31.5,48.4,48.4,59.7,,3.78,2.83,0.81,19.81,4.33,62.82,3.71,0.11,0.96
400,2019-08-25,6279ST,AC,2,LML,2,6279ST,0.09,1.8,447.0,,30.6,,48.7,58.6,,3.37,2.86,0.92,20.2,4.26,62.6,3.78,0.11,1.04
401,2019-08-27,6290ST,AC,2,LML,2,6290ST,0.36,2.35,449.0,19.1,34.7,40.9,50.4,60.1,,3.32,2.85,0.9,20.0,4.49,62.55,3.6,0.11,0.92
402,2019-08-30,6500ST,AC,2,LML,2,6500ST,0.09,1.74,444.0,,32.8,,50.1,60.4,,3.49,2.94,0.9,20.37,4.3,62.9,3.62,0.12,0.88
403,2019-09-01,6502ST,AC,2,LML,2,6502ST,0.11,1.86,437.0,,31.1,,49.5,58.5,,3.78,2.91,0.9,20.41,4.23,62.76,3.68,0.12,0.96
404,2019-09-03,6518ST,AC,2,LML,2,6518ST,0.26,2.86,431.0,16.4,28.0,35.0,45.5,56.4,,3.39,2.79,0.92,20.89,3.87,62.15,3.95,0.12,1.02
405,2019-09-06,6527ST,AC,2,LML,2,6527ST,0.16,1.82,434.0,,28.2,,45.8,58.4,,3.44,2.86,0.9,20.61,4.13,62.28,3.77,0.11,0.89
406,2019-09-11,6522ST,AC,2,LML,2,6522ST,0.13,2.13,430.0,15.3,27.3,33.1,44.7,55.2,,3.48,2.84,0.88,20.97,4.44,62.23,3.56,0.08,0.68
407,2019-09-13,6557ST,AC,2,LML,2,6557ST,0.19,2.05,436.0,,29.2,,47.0,53.8,,3.53,2.88,0.79,20.51,4.54,62.37,3.41,0.09,0.61
408,2019-09-17,6570ST,AC,2,LML,2,6570ST,0.36,2.8,443.0,17.6,31.1,37.4,46.9,57.4,,3.36,2.95,0.84,20.84,4.39,63.4,3.63,0.04,0.91
409,2019-09-18,6559ST,AC,2,LML,2,6559ST,0.15,2.29,439.0,,30.6,,47.1,59.0,,3.3,2.89,0.78,20.38,4.64,62.67,3.39,0.09,0.57
410,2019-09-22,6585ST,AC,2,LML,2,6585ST,0.23,2.34,462.0,,31.9,,47.6,58.2,,3.2,2.82,0.83,20.32,4.14,62.24,3.64,0.1,0.91
411,2019-09-24,6596ST,AC,2,LML,2,6596ST,0.18,2.16,451.0,19.1,31.1,37.4,47.9,59.0,,3.38,2.81,0.88,21.66,4.12,60.91,4.01,0.1,0.96
412,2019-09-27,6605ST,AC,2,LML,2,6605ST,0.09,2.1,420.0,,33.6,,49.1,59.9,,3.58,2.87,0.82,21.75,4.06,66.14,4.07,0.1,1.29
413,2019-09-29,6610ST,AC,2,LML,2,6610ST,0.08,2.03,443.0,,31.9,,48.7,57.0,,3.57,2.93,0.86,20.69,4.09,62.54,3.72,0.1,0.92
414,2019-10-01,6621ST,AC,2,LML,2,6621ST,0.2,2.23,392.0,17.5,32.1,38.2,49.3,57.7,,3.41,2.95,0.86,20.73,4.17,62.61,3.72,0.09,0.94
415,2019-10-04,6671ST,AC,2,LML,2,6671ST,0.43,2.6,416.0,,30.0,,47.2,58.5,,3.27,2.94,0.88,20.73,4.24,62.27,3.73,0.1,0.93
416,2019-10-06,6675ST,AC,2,LML,2,6675ST,0.06,1.46,418.0,,28.4,,46.2,57.0,,2.69,2.73,0.88,21.3,4.5,62.02,3.82,0.1,1.06
417,2019-10-08,6626ST,AC,2,LML,2,6626ST,0.11,1.84,424.0,17.3,32.8,38.9,50.9,59.4,,2.46,2.76,0.88,21.41,4.61,61.76,3.76,0.1,0.99
418,2019-10-11,6656ST,AC,2,LML,2,6656ST,0.06,1.64,417.0,,31.9,,49.2,58.4,,2.5,2.89,0.84,21.33,4.51,61.86,3.82,0.1,1.09
419,2019-10-13,6660ST,AC,2,LML,2,6660ST,0.22,2.38,428.0,,31.6,,48.8,59.7,,2.42,2.9,0.83,21.29,4.61,61.9,3.81,0.1,1.02
420,2019-10-13,6661ST,AC,3,LML,3,6661ST,0.19,2.35,417.0,,30.1,,46.3,60.0,,2.49,2.88,0.82,21.28,4.56,61.8,3.83,0.1,1.07
421,2019-10-14,6665ST,AC,3,LML,3,6665ST,0.47,3.7,401.0,,25.8,,44.8,58.4,,2.42,2.73,0.82,21.21,4.58,62.0,3.75,0.1,1.02
422,2019-10-15,6669ST,AC,2,LML,2,6669ST,0.16,1.75,433.0,15.8,29.2,35.9,47.2,60.2,,2.5,2.85,0.84,21.28,4.57,61.78,3.79,0.1,1.03
423,2019-10-16,6672ST,AC,3,LML,3,6672ST,0.39,2.5,418.0,,27.4,,43.2,56.2,,2.4,2.77,0.85,21.32,4.62,61.65,3.79,0.1,1.01
424,2019-10-18,6678ST,AC,2,LML,2,6678ST,0.11,1.97,421.0,,28.4,,45.6,54.7,,2.71,2.98,0.88,21.25,4.56,61.69,3.81,0.1,1.05
425,2019-10-18,6679ST,AC,3,LML,3,6679ST,0.31,2.44,427.0,,25.9,,43.0,57.0,,2.72,2.9,0.9,21.32,4.66,61.7,3.82,0.11,1.03
426,2019-10-20,6687ST,AC,2,LML,2,6687ST,0.22,2.2,424.0,,29.2,,44.2,54.5,,2.69,2.88,0.86,21.23,4.65,61.41,3.79,0.1,1.07
427,2019-10-20,6682ST,AC,3,LML,3,6682ST,0.29,2.3,428.0,,28.4,,43.8,55.8,,2.75,2.91,0.87,21.33,4.67,61.63,3.86,0.11,1.11
428,2019-10-21,6689ST,AC,3,LML,3,6689ST,,,,,28.4,,43.2,,,,,,,,,,,
429,2019-10-22,6691ST,AC,3,LML,3,6691ST,0.22,2.15,417.0,,28.3,,45.2,56.2,,2.79,2.86,0.86,21.19,4.64,61.67,3.81,0.1,1.06
430,2019-10-22,6696ST,AC,2,LML,2,6696ST,0.16,1.82,426.0,16.0,28.3,32.9,44.9,57.0,,2.77,2.86,0.86,21.16,4.6,61.9,3.82,0.1,1.1
431,2019-10-23,6699ST,AC,3,LML,3,6699ST,0.16,2.0,428.0,,28.9,,43.0,54.8,,2.66,2.87,0.87,21.07,4.52,61.79,3.8,0.1,1.07
432,2019-10-25,6702ST,AC,2,LML,2,6702ST,0.14,2.01,429.0,,29.1,,45.7,57.1,,2.35,2.83,0.84,21.28,4.54,61.47,3.87,0.11,1.14
433,2019-10-25,6705ST,AC,3,LML,3,6705ST,0.19,1.9,424.0,,28.8,,44.8,56.4,,3.2,2.88,0.84,21.24,4.83,61.68,3.87,0.1,1.12
434,2019-10-26,6707ST,AC,3,LML,3,6707ST,,,,,28.9,,,,,,,,,,,,,
435,2019-10-27,6708ST,AC,2,LML,2,6708ST,0.21,2.1,419.0,,28.2,,44.9,57.4,,3.07,2.9,0.79,21.67,4.88,61.18,3.9,0.11,1.14
436,2019-10-27,6709ST,AC,3,LML,3,6709ST,0.26,2.27,417.0,,27.2,,42.6,54.8,,2.58,2.88,0.86,21.5,4.99,61.39,3.94,0.11,1.17
437,2019-10-28,6717ST,AC,3,LML,3,6717ST,0.18,2.11,423.0,,27.7,,41.7,55.9,,3.15,2.9,0.87,21.72,4.27,61.27,4.0,0.11,1.21
438,2019-10-29,6719ST,AC,2,LML,2,6719ST,0.15,1.98,424.0,19.1,30.7,39.6,47.3,56.2,,2.95,2.87,0.86,21.66,4.49,60.86,4.02,0.1,1.11
439,2019-10-30,6727ST,AC,3,LML,3,6727ST,0.23,1.96,418.0,,28.0,,43.5,56.3,,2.84,2.9,0.61,21.87,4.76,61.37,4.1,0.11,1.2
440,2019-11-01,6771ST,AC,2,LML,2,6771ST,0.06,1.9,406.0,,30.5,,46.4,56.5,,2.5,2.9,0.87,21.72,4.57,61.27,4.0,0.11,1.21
441,2019-11-01,6772ST,AC,3,LML,3,6772ST,0.14,2.27,419.0,,31.8,,45.6,55.6,,2.49,2.89,0.93,21.8,4.44,61.29,4.17,0.11,1.29
442,2019-11-03,6777ST,AC,2,LML,2,6777ST,0.08,1.82,421.0,,30.6,,46.9,56.1,,2.53,3.04,0.89,22.06,4.43,60.98,4.31,0.11,1.3
443,2019-11-03,6772ST,AC,3,LML,3,6772ST,0.39,3.22,405.0,,28.7,,43.8,53.6,,2.13,2.85,0.89,21.8,4.44,61.08,4.13,0.11,1.25
444,2019-11-04,6778ST,AC,3,LML,3,6778ST,0.33,2.61,412.0,,32.0,,46.1,57.7,,2.38,2.88,0.93,22.1,4.49,61.19,4.18,0.1,1.33
445,2019-11-05,6722ST,AC,2,LML,2,6722ST,0.16,2.12,429.0,19.7,30.9,38.0,46.2,58.4,,2.15,2.92,0.9,21.96,4.39,61.22,4.11,0.11,1.26
446,2019-11-06,6750ST,AC,3,LML,3,6750ST,0.14,1.99,420.0,,31.9,,48.1,54.3,,2.02,2.88,0.93,22.1,4.49,61.19,4.18,0.1,1.33
